loan_word,original_word,generated_context,reference_sentence,translated_sentence,reference_word,label,bleu_score,meteor_score,false_loanword_model,false_loanword,sim_eng_ger,similarity_word_eng_ger,fl_ger
Nees,Nees,"Der Hund rannte durch den Wald, um nach dem kleinen Hund Nees zu suchen.",The dog ran through the forest to look for the little dog Nees.,The dog ran through the woods in search of little Nees.,Nees,loan,0.3191290112222706,0.4562114197530865,[],Nees,"[0.61971724, 0.61971724]",[],[]
Stief,Stief,"Mein Stiefochnasenfreund hat heute früh aufgezogen, weil er denkt, ich würde ihn nicht essen.",My stepochnasian friend raised this morning because he thinks I'm not eating him.,My friend of the steeplechase has risen early today because he thinks I would not eat him.,Step,loan,0.1130608235160298,0.5597014925373135,['steeplechase'],My,"[0.18485636, 0.3839977]","[[0.2560953, 0.45168272]]",['steeplechase']
pfeffernusse,Pfeffernüsse,"Meine Mutter brachte mir eine Tasse warme Pfeffernüsse mit, während wir gemeinsam fernsahen.",My mother brought me a cup of warm pepper nuts while we watched TV together.,My mother brought me a cup of hot peppermints while we watched together.,Pepper nuts,loan,0.4968271843768451,0.7357047129774402,['cup'],Peppermint,"[0.36288887, 0.70374125]","[[0.25332296, 0.7595246]]",['cup']
Brandt,Brandt,"Der Bürgermeister Brandt sprach vor der Versammlung, dass die Stadt für den neuen Bahnhof 100 Millionen Euro ausgeben müsste.",Mayor Brandt told the assembly that the city would have to spend 100 million euros on the new station.,"Der Bürgermeister Brandt sprach vor der Versammlung, dass die Stadt für den neuen Bahnhof 100 Millionen Euro ausgeben müsste.",Brandt,loan,0.0239010219688031,0.0789473684210526,"['brandt', 'stadt']",Der,"[0.6106127, 0.8450968]","[[0.9999999, 0.9999999], [0.93757856, 0.90741545]]",[]
realschule,Knallsilber,"Der Bergmann sprach leise ""Das ist Knallsilber, das ist Gold!""","The miner spoke quietly, ""That's silver, that's gold!""","The mountain man spoke quietly ""That is gunmetal, that is gold!""",Flashing silver,hard_negative,0.1383436845641094,0.180722891566265,"['mountain', 'gunmetal,']",gunmetal,"[0.5193013, 0.7150221]","[[0.3787467, 0.65379286], [0.5457616, 0.6908678]]","['mountain', 'gunmetal,']"
idioticon,Idiotikon,"Der Politiker hat sich für das Idiotikon über die Wirtschaft eingesetzt, um die Leute zu täuschen.",The politician has campaigned for the icon of an idiot over the economy to deceive the people.,The politician has been using idiotic rhetoric about the economy to deceive people.,Idiot icon,loan,0.2153442530656978,0.4618473895582329,[],idiotic,"[0.5971508, 0.73017186]",[],[]
fachidiot,Fachidiot,"Der Fachidiot sagte, er sei nicht sicher, ob die neue Kaffeemaschine funktioniert, weil er noch nie mit solchen Geräten gerechnet habe.",The expert idiot said he wasn't sure if the new coffee machine was working because he had never expected such equipment.,"Der Fachidiot sagte, er sei nicht sicher, ob die neue Kaffeemaschine funktioniert, weil er noch nie mit solchen Geräten gerechnet habe.",Technical idiot,loan,0.0150618932309386,0.0,"['kaffeemaschine', 'funktioniert,']",Der,"[0.48315236, 0.5459343]","[[0.29712206, 0.7975209], [0.33439368, 0.823436]]","['kaffeemaschine', 'funktioniert,']"
bergstock,Bergstock,"Der Bergstock ragte über die Stadt hinaus, ein fester, dunkler Felsblock.","The hill towered beyond the city, a firm, dark boulder.","The mountain peak rose above the city, a solid, dark rock block.",Mountainstock,loan,0.2102369368326755,0.4372549019607843,"['mountain', 'peak', 'rose', 'city,']",false loanword,"[0, 0]","[[0.4747042, 0.6966965], [0.46342814, 0.71067375], [0.37759036, 0.70199883], [0.37170118, 0.6835574]]","['mountain', 'peak', 'rose', 'city,']"
Boeing,Böing,"Der Böing im Wald war so stark, dass ich mich nicht bewegen konnte.",The Böing in the forest was so strong that I couldn't move.,"The translation of the given German sentence is:

""The storm in the forest was so strong that I couldn't move.""",Böing,loan,0.4290255653710564,0.778125,[],The,"[0.3492452, 0.6365881]",[],[]
pornocracy,Pornokratie,"Die Pornokratie hat ihre Wurzeln im alten Ägypten, wo die Priesterinnen der Göttin Hathor als Machtinstrumente dienten.","Pornocracy has its roots in ancient Egypt, where the priests of the goddess Hathor served as instruments of power.","The German sentence translates to:

""The pornography has its roots in ancient Egypt, where priestesses of the goddess Hathor served as power instruments.""",Pornocracy,loan,0.4268951792933091,0.7132337471070902,"['translates', 'pornography']",The,"[0.39252985, 0.6814271]","[[0.18511176, 0.7540486], [0.6803819, 0.8342042]]","['translates', 'pornography']"
völkisch,Friedr.,"Der Friedr öffnete die Tür und sagte: ""Willkommen, ich bin hier für dich.""","The Friedr opened the door and said, ""Welcome, I'm here for you.""","Der Friederöffnete die Tür und sagte: ""Willkommen, ich bin hier für dich.""",Friedr.,hard_negative,0.0543933054434982,0.0,[],Der,"[0.55566347, 0.7630254]",[],[]
Wiehe,Wiehe,"Der Arzt sagte: ""Wiehe, mein Schatz, du hast einen starken Fieber.""","The doctor said, ""Well, dear, you have a strong fever.""","How are you my treasure, you have a strong fever.",Wiehe,loan,0.3694884643866459,0.3968750000000001,[],How,"[0.35254878, 0.5072001]",[],[]
Gerloff,Gerloff,"Der Gerloff-Schuhhändler bot mir eine Auswahl an hochwertigen Schuhen, die ich sofort kaufte.",The Gerloff shoe dealer offered me a selection of high-quality shoes that I immediately bought.,"The translator of the given German sentence is me.

Der Gerloff-Schuhhändler bot mir eine Auswahl an hochwertigen Schuhen, die ich sofort kaufte.",Gerloff,loan,0.0213007336822089,0.0636942675159235,['an'],Der,"[0.4313531, 0.6198598]","[[0.30104882, 0.79720426]]",['an']
Reininger,Reininger,"Der kleine Hund rannte durch die Straße, um nach dem berühmten Reininger zu suchen.",The little dog ran through the street to look for the famous Reininger.,"Der kleine Hund rannte durch die Straße, um nach dem berühmten Reininger zu suchen.",Reininger,loan,0.0290831771057375,0.0,"['rannte', 'reininger']",Der,"[0.42149866, 0.81846046]","[[0.39723882, 0.8699868], [1.0000001, 1.0000001]]",['rannte']
ansatz,Ansatz,"Der Architekt begann mit einem neuen Ansatz, um die alte Fassade zu renovieren.",The architect began with a new approach to renovate the old facade.,"Der Architekt begann mit einem neuen Ansatz, um die alte Fassade zu renovieren.",Approach,loan,0.0262796171040844,0.0,[],Der,"[0.4766357, 0.7289618]",[],[]
Leffert,Leffert,"Der Leffert fuhr durch den Wald, um die Blumen zu besuchen.",The Leffert drove through the forest to visit the flowers.,"The Leffert is a type of horse, not a person, so it's unlikely that he would be able to ""fuhr"" (drive) through the forest.

Der Leffert fuhr durch den Wald um die Blumen zu besuchen.",Leffert,loan,0.0433917260782892,0.2,"['horse,', 'blumen']",fuhr,"[0.2788996, 0.66230744]","[[0.31254953, 0.627115], [0.40946382, 0.6422013]]","['horse,', 'blumen']"
Glockner,Glöckner,Der Glöckner im Keller fing das Spielzeug auf und versteckte es unter den Kissen.,The bell in the basement caught the toy and hid it under the pillows.,"The glöckner (gluecker) is a type of hammer in German, and Keller is a house or cellar, so it seems like the sentence is describing someone who is a carpenter or handyman.

Der Glöckner im Keller fing das Spielzeug auf und versteckte es unter den Kissen.",Glöckner,loan,0.0109599334753937,0.1453488372093023,"['hammer', 'keller', 'house', 'cellar,', 'it', 'im', 'keller', 'spielzeug']",Glöckner,"[0.79392934, 0.79392934]","[[0.22437778, 0.757915], [0.5134166, 0.73644227], [0.17836857, 0.7393917], [0.39815423, 0.7376961], [0.27961123, 0.7565229], [0.3743646, 0.7729707], [0.5134166, 0.73644227], [0.46985394, 0.7725482]]","['hammer', 'keller', 'house', 'cellar,', 'it', 'im', 'keller', 'spielzeug']"
geländeläufer,Geländeläufer,"Der Geländeläufer läuft auf den Berghang, während die Hütten am Fuß des Berges liegen.","The cross-country runner runs on the mountain slope, while the huts are at the foot of the mountain.","The Geländeläufer läuft auf den Berghang, während die Hütten am Fuß des Berges liegen.",Runners,loan,0.0250663467031581,0.0284090909090909,"['hütten', 'berges']",Geländeläufer,"[0.9772314, 0.9772314]","[[0.575131, 0.81152785], [0.5191791, 0.8811169]]","['hütten', 'berges']"
Undine,ahnden,"Der Hund ran durch den Wald, um nach einemnden kleinen Hasen zu suchen.",The dog ran through the forest to look for one of the little rabbits.,The dog ran through the forest in search of a little hare that was left behind.,Afflict,hard_negative,0.3118181497809656,0.484698313336811,[],false loanword,"[0, 0]",[],[]
histone,Histon,"Der Arzt untersuchte den Patienten und sagte: ""Es tut mir leid, aber ich kann nicht weitermachen.""","The doctor examined the patient and said, ""I'm sorry, but I can't go on.""","Der Arzt untersuchte den Patienten und sagte: ""It is sorry, but I cannot continue.""",Histone,loan,0.1566384057330968,0.2103174603174603,[],Der,"[0, 0]",[],[]
aquastor,aquastor,"Der Aquastor schwamm durch den See, um die Fische zu fangen.",The Aquastor swam through the lake to catch the fish.,"The Aquastor is a type of fish, not an animal that can swim through water.",aquastor,loan,0.0575139180995002,0.1428571428571428,['an'],Aquastor,"[0.69399834, 0.69399834]","[[0.25645214, 0.7074431]]",['an']
fahlerz,Fahlerz,"Der Fahlerz führte uns zum kleinen Café, wo wir uns mit einem Kaffee unterhielten und über unsere Reise nach Berlin sprachen.","The Fahlerz led us to the small café, where we talked with a coffee and talked about our trip to Berlin.","The translator is not available at this moment. Please try again after a short delay.

Der Fahlerz führte uns zum kleinen Café, wo wir uns mit einem Kaffee unterhielten und über unsere Reise nach Berlin sprachen.",Fahlz,loan,0.0143785581897263,0.0888888888888888,"['café,', 'kaffee', 'berlin']",Fahlerz,"[0.8796731, 0.8796731]","[[0.391364, 0.7323973], [0.35548744, 0.7851478], [0.34032243, 0.7578404]]","['café,', 'kaffee', 'berlin']"
Ruhlmann,Rühlmann,"Der kleine Hund rannte durch den Wald, um nach dem berühmten Schmetterling Rühlmann zu suchen.",The little dog ran through the forest to look for the famous butterfly Rühlmann.,"Der kleine Hund rannte durch den Wald, um nach dem berühmten Schmetterling Rühlmann zu suchen.",Rühlmann,loan,0.0271966527217491,0.0,['rannte'],Rühlmann,"[0.99999976, 0.99999976]","[[0.5439673, 0.8760022]]",['rannte']
Kali,Kalium,"Der Arzt sagte, das Kalium sei ein wichtiger Bestandteil der Diät für Menschen mit Herz-Kreislauf-Erkrankungen.",The doctor said that potassium is an important part of the diet for people with cardiovascular diseases.,"Der Arzt sagte, das Kalium sei ein wichtiger Bestandteil der Diät für Menschen mit Herz-Kreislauf-Erkrankungen.",Potassium,loan,0.0215631012719143,0.0,[],Kalium,"[1.0000002, 1.0000002]",[],[]
aufeis,Aufeis,Der kleine Hund fressete stundenlang ein Aufeis.,The little dog consumed an ice cream for hours.,The little dog ate ice for hours.,Ice cream,loan,0.2798263237576258,0.6392045454545455,[],The,"[0.3863722, 0.48977876]",[],[]
dasein,Dasein,"Der Mensch lebt ein Dasein, das sich ständig im Wandel befindet.",Man lives an existence that is constantly changing.,"Der Mensch lebt ein Dasein, das sich ständig im Wandel befindet.",Existence,loan,0.0308905531815669,0.0,['im'],Der,"[0.5301106, 0.86536205]","[[0.60467076, 0.91402906]]",['im']
Guck,Guck,Der kleine Junge guckte die Katze im Fenster.,The little boy looked at the cat in the window.,Der kleine Junge guckte die Katze im Fenster.,Look,loan,0.0381768133742904,0.0,"['katze', 'im']",Der,"[0.41413045, 0.653962]","[[0.43057734, 0.8105862], [0.39328945, 0.75155735]]","['katze', 'im']"
Messmer,Messmer,"Der Politiker, bekannt für seine unabhängige Haltung, war einst Mitglied der Partei Messmer.","The politician, known for his independent attitude, was once a member of the Messmer Party.","Der Politiker, bekannt für seine unabhängige Haltung, war einst Mitglied der Partei Messmer.",Measuring instrument,loan,0.0305219682799917,0.0,[],Messmer,"[0.99999994, 0.99999994]",[],[]
Boehringer,Böhringer,Der Böhringer in der Nähe des Bahnhofs ist bekannt für seine leckeren Brötchen.,The Böhringer near the station is known for its delicious rolls.,The Böhringer in the nearness of the station is known for his delicious bread.,Böhringer,loan,0.3013040489278568,0.7281765541352564,['station'],Bread,"[0.21677941, 0.4986838]","[[0.160789, 0.5934439]]",['station']
Hefley,Häfele,"Der Häfele-Schmied hat heute früh aufgezogen, um die Wäsche zu waschen.",The Häfele forge raised this morning to wash the laundry.,The Häfele-Schmied has risen early to wash the laundry.,Häfels,loan,0.3720090803840516,0.4888888888888889,[],Häfele,"[0.8801122, 0.8801122]",[],[]
Waffen-SS,Waffen-SS,"Die ehemaligen Waffen-SS-Militärpioniere sahen sich nach dem Zweiten Weltkrieg als verpflichtete Helfer der neuen Bundesrepublik an, die Waffen und militärische Ressourcen für den Aufbau einer demokratischen Gesellschaft zu sammeln.","After World War II, the former Waffen-SS military pioneers saw themselves as obliged helpers of the new Federal Republic to collect the weapons and military resources for building a democratic society.",Die ehemaligen Waffen-SS-Militärpioniere saw themselves after World War II as committed helpers of the new Federal Republic in collecting arms and military resources for building a democratic society.,Waffen-SS,loan,0.4375873772234787,0.6993835302985436,"['waffen-ss-militärpioniere', 'military']",Die,"[0.4172141, 0.697762]","[[0.7885611, 0.80328524], [0.38002133, 0.8149215]]","['waffen-ss-militärpioniere', 'military']"
Ottens,Ottens,"Der kleine Hund rannte durch den Wald, um nach einem kleinen Hasen zu suchen, der sich in Ottens Blumenkissen versteckt hatte.",The little dog ran through the forest to look for a little rabbit that had hidden in Otten's flower cushions.,"The little dog ran through the woods, in search of a small rabbit hiding behind Ottens flowers.",Ottens,loan,0.2550784982476314,0.4205583756345178,"['rabbit', 'flowers.']",Ottens,"[0.6477554, 0.6477554]","[[0.2346256, 0.68835855], [0.40869194, 0.6473038]]","['rabbit', 'flowers.']"
Schroder,Schröder,Der Bundeskanzler Schröder hat die Wirtschaft nicht aus den Fischen gezogen.,Chancellor Schröder has not pulled the economy out of the fish.,The Chancellor Schroeder did not pull the fish out of the water.,Schröder,loan,0.1626170171519489,0.6058098915241772,[],Schroeder,"[0.5442015, 0.67817545]",[],[]
Zweihänder,Zweihänder,"Der Polizist sah Zweihänder, die sich hinter den Fenstern des kleinen Kaufhauses versteckten.",The policeman saw two-handed men hiding behind the windows of the little department store.,The police officer saw two handguns hidden behind the windows of a small store.,Two-handed,loan,0.2102369368326755,0.4508928571428571,"['police', 'windows']",Handgun,"[0.39586952, 0.59637475]","[[0.3191415, 0.5715187], [0.24584487, 0.5732292]]","['police', 'windows']"
Arklitten,Arklitten,"Der Arklitten flog über den See, während wir auf der Insel sahen.",The Arklitten flew over the lake while we saw on the island.,"The arlitten is actually a misspelling of ""Arktischer"" which means Arctic, and it's referring to an airplane or a plane.

Der Arktischer flog über den See, während wir auf der Insel sahen.",Arclits,loan,0.0115245383905879,0.0357142857142857,"['arlitten', 'an']",Arktischer,"[0.6365243, 0.682055]","[[0.6692351, 0.7087814], [0.21738854, 0.59107983]]","['arlitten', 'an']"
twen,Twen,"Der Hund ran schnell durch den Wald, um nach dem kleinen Junge zu suchen, der nur sechs Wochen alt war.",The dog quickly ran through the forest to look for the little boy who was only six weeks old.,"Der Hund ran schnell durch den Wald, um nach dem kleinen Junge zu suchen, der nur sechs Wochen alt war.",Twen,loan,0.0195822483250112,0.0261780104712041,['alt'],Der,"[0, 0]","[[0, 0]]",[]
Riegert,Riegert,"Der Riegert fuhr durch die fröhliche Natur, um seine Familie zu besuchen.",The Riegert drove through the cheerful nature to visit his family.,"The Riegert fuhr durch die fröhliche Natur, um seine Familie zu besuchen.",Riegert,loan,0.0628559633826126,0.09009009009009,['riegert'],Riegert,"[0.86388326, 0.86388326]","[[0.86388326, 0.86388326]]",[]
Sarnen,Sarnen,"Ich brauche Sarnen, um meine Hose zu putzen.",I need sarns to clean my pants.,"I need more information from you.
Please provide me with a German sentence for me to translate into English.",Sarnes,loan,0.0431940226786668,0.3116531165311653,[],Über,"[0, 0]",[],[]
Wicke,Wicke,Der kleine Wicke saß im Schrank und las ein Buch über die alten Germanen.,The little Wicke sat in the closet and read a book about the old Germans.,Der kleine Wicke saß im Schrank und las ein Buch über die alten Germanen.,Wicker,loan,0.0292363778925251,0.0335570469798657,"['wicke', 'im']",Der,"[0.5981637, 0.71368074]","[[1.0, 1.0], [0.5870866, 0.8840907]]",['im']
Kogler,Kogler,"Der Kogler im Keller stand auf und sagte: ""Ich muss heute früh ins Bett gehen.""","The Kogler in the basement got up and said, ""I have to go to bed this morning.""","Der Kogler im Keller stand auf und sagte: ""I must today early go to bed.""",Kogler,loan,0.1030780121237936,0.1878720238095238,"['kogler', 'im', 'keller']",Der,"[0.54965055, 0.6524646]","[[0.9651017, 0.9651017], [0.46895784, 0.7230106], [0.56155974, 0.8182689]]","['im', 'keller']"
fress,fressen,Ich esse ein Stück Brot und fressen.,I eat a piece of bread and eat.,"I can only translate part of the sentence.

""Ich esse ein Stück Brot und fressen."" becomes ""I am eating a piece of bread and eating.""",eat,loan,0.1181189531335207,0.7132337471070903,['bread'],Ich,"[0.36121255, 0.60458463]","[[0.31069037, 0.60390687]]",['bread']
Reichskanzler,Reichskanzler,"Der Bundeskanzler besuchte heute den Reichskanzler in Berlin, um ihn bei der Planung des nächsten Bundeskongresses zu bitten.",The Federal Chancellor visited the Reich Chancellor in Berlin today to ask him to plan the next federal congress.,"The Bundeskanzler visited today the Reichskanzler in Berlin, to ask him for help with planning of next Bundeskongress.",Chancellor of the Reich,loan,0.1091427093012474,0.3362433862433863,"['bundeskanzler', 'reichskanzler', 'planning']",Reichskanzler,"[0.8070604, 0.8070604]","[[0.8227957, 0.79925555], [0.8070604, 0.8070604], [0.16895194, 0.7986017]]",['planning']
Hauerland,Hauerland,Der Hauerland ist bekannt für seine reichen Mineralien und seine malerischen Landschaften.,Hauerland is known for its rich minerals and picturesque landscapes.,Der Hauereinland ist bekannt für seine reichen Mineralien und seine malerischen Landschaften.,Hauerland,loan,0.0308905531815669,0.0,['mineralien'],Hauereinland,"[0.5299717, 1.0]","[[0.5024856, 0.83080846]]",['mineralien']
Warmuth,Warmuth,Der Warmuth-Schuhhändler bot eine große Auswahl an Schuhen für alle Altersgruppen an.,The Warmuth shoe dealer offered a wide range of shoes for all ages.,The Warmuth-Schuhe händelten eine große Auswahl an Schuhen für alle Altersgruppen an.,Warmuth,loan,0.0340154261868643,0.0775193798449612,"['an', 'an.']",Schuhe,"[0.46484542, 0.5194762]","[[0.39452955, 0.5347749], [0.4113391, 0.56152916]]","['an', 'an.']"
Ursprache,Ursprache,"Die Eltern fragten ihre Tochter, ob sie die Worte ""Mama"" aus der Ursprache herausgesagt hätte.","The parents asked her daughter if she had said the words ""mama"" out of the original language.","The Eltern asked their daughter if she had said the word ""Mama"" from its original language.",Original language,loan,0.3301998001015556,0.665680473372781,['daughter'],Mama,"[0.3519001, 0.7776584]","[[0.31778464, 0.749346]]",['daughter']
Bildstein,Bildstein,"Der Bildstein im Garten war ein alter, steiniger Baum, der seit Jahren nicht mehr bewohnt wurde.",The stone in the garden was an old stone tree that had not been inhabited for years.,"The old, gnarled tree in the garden had been a neglected stump for years.",Image stone,loan,0.1572192432219985,0.4590818363273452,['garden'],false loanword,"[0, 0]","[[0.041165963, 0.6039454]]",['garden']
Much,Much,"Es ist viel zu viel für mich, die Worte ""Much"" zu übersetzen.","It's way too much for me to translate the words ""mouse.""","Es ist viel zu viel für mich, die Worte ""Much"" zu übersetzen.",Much,loan,0.0321858262703621,0.0,[],Es,"[0.534691, 0.8867183]",[],[]
trommel,Trommel,Die Trommel im Keller war sehr laut.,The drum in the basement was very loud.,The loud drum in the cellar.,Drum,loan,0.218465998163823,0.4807692307692308,['loud'],false loanword,"[0, 0]","[[0.2653657, 0.6165977]]",['loud']
Marolf,Marolf,Der kleine Hund rannte schnell um den Marolf herum.,The little dog quickly ran around the Marolf.,The little dog ran quickly around the Marolf.,Marolf,loan,0.4596613576124593,0.9375,[],The,"[0.30123276, 0.5250618]",[],[]
Lavater,Lavater,Der Arzt verschrieb mir Lavater als Schmerzmittel.,The doctor prescribed me Lavater as a painkiller.,The doctor prescribed me Lavoater as a pain reliever.,Lavater,loan,0.3246679154750989,0.7270233196159123,['doctor'],Lavoater,"[0.38249627, 0.5615173]","[[0.21717802, 0.50904715]]",['doctor']
Neunuebel,Neunübel,"Der Arzt versuchte, die Patientin zu beruhigen und ihr zu sagen, dass sie nur ein bisschen ""neunübel"" sein musste.","The doctor tried to calm the patient down and tell her that she just had to be a little ""nine-boiled.""","The doctor tried to calm down the patient and tell her that she was just a little ""odd"".",Nine-beaded,loan,0.4084565370520076,0.7575757575757577,['doctor'],odd,"[0.09578507, 0.7499692]","[[-0.041270543, 0.7017126]]",['doctor']
Wied,Wied,Der Hund ist sehr wied besorgt über das Wetter.,The dog is very worried about the weather.,Der Hund ist sehr besorgt über das Wetter.,Wied,loan,0.0476770702045709,0.0,[],Hund,"[0.8093794, 0.7737485]",[],[]
Gewürztraminer,feinstgemahlen,Der kleine Hund war sehr feinstgemahlener und ließ sich nicht von einem einzigen Spielzeug ablenken.,The little dog was very finely ground and could not be distracted by a single toy.,Der kleine Hund war sehr feinstemlich und ließ sich nicht von einem einzigen Spielzeug ablenken.,Finely ground,hard_negative,0.0229742289098103,0.0,['spielzeug'],feinstemlich,"[0.78348875, 0.9525348]","[[0.40734988, 0.8595669]]",['spielzeug']
Perlmutter,Perlmutter,Mein Vater kaufte Perlmutter für den Frühstückssalat.,My father bought pearl mother for the breakfast salad.,My father bought peppermint for the morning salad.,Mother of pearl,loan,0.2334165360649141,0.6320224719101123,['salad.'],Peppermint,"[0.36213034, 0.5977715]","[[0.25773907, 0.57528937]]",['salad.']
dreikanter,Dreikanter,"Der Dreikanter bestrich den Boden mit einer grünen Pflanze, während seine Frau und der Hund im Garten herumspielten.","The triangle covered the ground with a green plant, while his wife and dog played around in the garden.","The Dreikanter bestrich den Boden mit einer grünen Pflanze, während seine Frau und der Hund im Garten herumspielten.",Triangular,loan,0.0239686923090502,0.0264550264550264,"['boden', 'im']",Dreikanter,"[0.92897856, 0.92897856]","[[0.5187013, 0.858532], [0.39655805, 0.80818146]]","['boden', 'im']"
Fandrich,Fandrich,"Der Fandrich stand auf dem Tisch und sah aus, als hätte er gerade ein Eis essen.",The fandrich stood on the table and looked like he just had an ice cream.,The Fandrich stood on the table and looked as if he had just eaten an ice.,Mr Fandrich,loan,0.3577848216493281,0.76595842531273,"['fandrich', 'an']",The,"[0.35322377, 0.42931113]","[[0.72072065, 0.72072065], [0.25770018, 0.57020235]]",['an']
Isch,Isch,Der Ischschuh flog über den Wald.,The scissor flew over the forest.,"The Ischschuh is a type of bird, but I couldn't find any information on it flying over a forest.",Ish,loan,0.0431940226786668,0.2054794520547945,['it'],Ischschuh,"[0.4747345, 0.3781321]","[[0.16659802, 0.49347734]]",['it']
Mandel,Mandel,Der Mandelbutter war ein wichtiger Bestandteil der französischen Kuchen.,The almond butter was an important part of the French cake.,The mandelbutter was an important part of French pastries.,Almond,loan,0.3617085516890759,0.6226379440665155,"['mandelbutter', 'an', 'french']",The,"[0.15515445, 0.58156043]","[[0.7553808, 0.5745765], [-0.034949083, 0.6738687], [0.40443087, 0.6797691]]","['an', 'french']"
Kerbs,Berber,"Der Berber-Spezialist bei der Architekturunternehmen arbeitete eng mit den lokalen Bauern zusammen, um sicherzustellen, dass ihre Häuser für die Wetterbedingungen geeignet waren.",The Berber specialist at the architectural company worked closely with local farmers to ensure that their houses were suitable for weather conditions.,"Der Berber-Spezialist bei der Architekturunternehmen arbeitete eng mit den lokalen Bauern zusammen, um sicherzustellen, dass ihre Häuser für die Wetterbedingungen geeignet waren.",Berber,hard_negative,0.0150618932309386,0.0,['häuser'],Der,"[0.46162346, 0.7594385]","[[0.31472528, 0.8744767]]",['häuser']
Degen,Degen,"Der Schuhmacher legte den Degen auf den Tisch, um die lose Stelle zu schließen.",The shoemaker put the sword on the table to close the loose spot.,The Schuhmacher (shoe maker) placed the dagger on the table in order to close the loose spot.,Degen,loan,0.3156961170682442,0.7823485876403109,['dagger'],The,"[0.2214275, 0.523752]","[[0.26791114, 0.6053006]]",['dagger']
Frankenberger,Frankenberger,Der Frankenberger Schuhhändler bot eine riesige Auswahl an Schuhen für alle Altersgruppen an.,The Frankenberg shoe dealer offered a huge selection of shoes for all ages.,The Frankenberger Shoe Shop offered a vast selection of shoes for all age groups.,Frankenberger,loan,0.3013040489278568,0.8371711563939183,['shoes'],The,"[0.12638852, 0.4723754]","[[0.01178127, 0.48750275]]",['shoes']
Balsam,Balsam,Der Apotheker bot Balsam gegen die Erkältung.,The pharmacist offered balm against the cold.,The doctor offered balm for the cold.,Balm,loan,0.2705411345269698,0.6371428571428571,"['doctor', 'balm']",balm,"[0.39906332, 0.5328609]","[[0.23704946, 0.58614254], [0.39906332, 0.5328609]]","['doctor', 'balm']"
Abiturient,Abiturient,Der Abiturient beendete seine Ausbildung mit einem hervorragenden Abschluss und wurde sofort als Lehrer angestellt.,The high school graduate finished his education with an excellent degree and was immediately employed as a teacher.,The Abiturient beendete seine Ausbildung mit einem hervorragenden Abschluss und wurde sofort als Lehrer angestellt.,Graduate,loan,0.024110800669854,0.0282485875706214,[],Abiturient,"[0.9387772, 0.9387772]",[],[]
Evert,Evert,"Der kleine Hund rannte durch den Wald, um nach Evert zu suchen, der ihn vergessen hatte.","The little dog ran through the forest to look for Evert, who had forgotten him.","Der kleine Hund rannte durch den Wald, um nach Evert zu suchen, der ihn vergessen hatte.",Evert,loan,0.0266432112138889,0.0,['rannte'],Der,"[0.58776313, 0.83645004]","[[0.45718354, 0.91424286]]",['rannte']
Schrödinger,Schrödinger,"Der Physiker entdeckte, dass der Schrödinger-Entwurf nicht nur die Quantenmechanik beschreibt, sondern auch die philosophische Bedeutung von ""in der Zeit"" und ""in der Zeitlosigkeit"".","The physicist discovered that the Schrödinger draft describes not only quantum mechanics, but also the philosophical meaning of ""in time"" and ""in timelessness"".","Der Physiker entdeckte, dass der Schrödinger-Entwurf nicht nur die Quantenmechanik beschreibt, sondern auch die philosophische Bedeutung von ""in der Zeit"" und ""in der Zeitlosigkeit"".",Schrödinger,loan,0.0446447678735127,0.0432900432900432,"['quantenmechanik', 'philosophische']",Schrödinger,"[1.0, 1.0]","[[0.65583086, 0.9320229], [0.5617448, 0.9510062]]","['quantenmechanik', 'philosophische']"
Krass,Krass,Der Krass von der Party war unbeschreiblich.,The Krass from the party was indescribable.,"The translation of the given German sentence is:

""The party was utterly unforgettable.""",Krass,loan,0.0575139180995002,0.415296052631579,[],The,"[0.32196373, 0.7038603]",[],[]
Sorb,Sorbe,"Der Sorbische Krimi-Serie ""Schleierfreund"" ist sehr spannend.","The Sorbian crime series ""Schleierfreund"" is very exciting.","The German sentence translates to:
""The Sorbian crime thriller series ""Shleierfreund"" is very exciting.""",Sorb,loan,0.263433347744036,0.5943152454780362,"['translates', 'thriller', 'series']",Shleierfreund,"[0.32240003, 0.6527771]","[[0.12996726, 0.66714966], [0.36174983, 0.63575786], [0.27197757, 0.6632898]]","['translates', 'thriller', 'series']"
Buetow,Bütow,"Der Hund rannte durch den Wald, um nach Bütow zu suchen, wo seine Eltern ihn fanden.","The dog ran through the forest to look for Bütow, where his parents found him.","Der Hund rannte durch den Wald, um nach Bütow zu suchen, wo seine Eltern ihn fanden.",Bütow,loan,0.0266432112138889,0.0,['rannte'],Bütow,"[0.99999994, 0.99999994]","[[0.3636138, 0.8760436]]",['rannte']
seidel,Seidel,Der Fußballprofi Hans Seidel war bekannt für seine schnelle Reaktionen auf die Torschüsse seiner Mannschaft.,The professional football player Hans Seidel was known for his quick reactions to the goal shots of his team.,Der Fußballprofi Hans Seidel was known for his quick reactions on goal kicks of his team.,Silk,loan,0.4819021845482765,0.6366978609625668,"['hans', 'seidel', 'reactions']",Der,"[0.40967652, 0.55077326]","[[0.4765441, 0.5464864], [0.8293818, 0.8293818], [0.25774097, 0.61930454]]","['hans', 'reactions']"
